,HY_2080_1#FIQC102_2.PV,HY_2080_1#FIC103_2.PV,HY_2080_1#FIC8.PV,HY_2080_1#FIC8.MV,HY_2080_1#FI702.PV,HY_2080_1#FIC701.PV,HY_2080_1#FIC1_1.PV,HY_2080_1#FI105.PV,HY_2080_1#FIQ101.PV,HY_2080_1#FI131.PV,HY_2080_1#AIAS102.PV,HY_2080_1#AIAS103.PV,HY_2080_1#AI701.PV,HY_2080_1#TIA703.PV,HY_2080_1#AI705.PV,HY_2080_1#AIAS704.PV,HY_2080_1#PIC104.PV,HY_2080_1#PdI2.PV,HY_2080_1#PIA2.PV,HY_2080_1#PdI1.PV,HY_2080_1#PI1.PV,HY_2080_1#TI1003.PV,HY_2080_1#LIC701.PV,HY_2080_1#FIC3.MV,HY_2540_1#TI702.PV
10-Apr-26 16:00:36,43470.40234,82174.10938,251.7952271,55,40999.59375,1588.979004,5122.701172,21717.82813,211115.0469,540.3181152,99.75775146,0.12464907,10.8353014,-184.4179993,99.92767334,0.35398525,7.054076672,3.808402061,33.06245041,4.951556683,414.0968933,I/O Timeout,250.5816193,31,-180.6884308
10-Apr-26 16:10:36,43482.19141,82015.15625,246.4693146,55,40469.24609,1568.863892,5149.571777,21715.04492,210884.0625,210.1538849,99.74429321,0.128983691,11.32116985,-184.4179993,99.92778015,0.349632055,6.960549355,3.825054169,33.01899719,4.960612297,414.1650085,I/O Timeout,258.3658752,31,-180.7031403
10-Apr-26 16:20:36,43636.46875,81454.74219,245.744873,55,40177.87109,1587.202393,5158.882324,21746.26758,211291.1094,149.3601532,99.72302246,0.126970112,11.75191689,-184.4195251,99.92756653,0.346797377,7.138440132,3.807313681,33.25018311,4.945350647,414.4247437,I/O Timeout,264.4976501,31,-180.6905518
10-Apr-26 16:30:36,43322.12109,81829.00781,249.1321411,55,41197.43359,1564.547852,5165.352051,21745.87305,211645.25,677.1742554,99.70904541,0.137846857,12.19389439,-184.4367065,99.92723083,0.345224917,7.028923988,3.847048044,33.31430435,4.99239254,414.9077759,I/O Timeout,259.3337402,31,-180.7000122
10-Apr-26 16:40:36,43551.99609,81921.5,248.3235016,55,40277.94141,1552.196289,5155.947266,21924.73242,211799.4219,807.3709717,99.70424652,0.133475661,12.15506077,-184.4367065,99.92689514,0.343714297,6.999437332,3.863967657,33.24813461,4.985879898,414.8874207,I/O Timeout,276.1837158,31,-180.7024231
10-Apr-26 16:50:36,43804.89453,81728.53125,253.9874725,55,40807.59375,1520.198486,5150.797852,21739,211621.5781,854.9432983,99.68707275,0.135692716,12.2616396,-184.4367065,99.92567444,0.342249781,6.997895718,3.839035988,33.1253891,4.990796089,414.4333496,I/O Timeout,257.4350586,31,-180.7026825
10-Apr-26 17:00:36,42881.19141,82102.10938,252.6765137,55,39981.85938,1490.248901,5156.250488,21879.09766,210865.0625,826.3010254,99.67438507,0.129023194,12.49942493,-184.4367065,99.92539978,0.338671505,7.065208435,3.87075758,33.35074615,4.948610783,414.6681824,I/O Timeout,249.1026459,31,-180.7103882
10-Apr-26 17:10:36,43000.19141,82474.69531,250.4466858,55,40422.77344,1500.927979,5186.47998,21801.58984,211380.3594,825.9233398,99.68623352,0.129514292,12.39783096,-184.4367065,99.92544556,0.334849864,6.992006779,3.88414526,33.3325386,4.977902412,414.8500671,I/O Timeout,282.4831238,31,-180.6949158
10-Apr-26 17:20:36,42881.86719,82053.23438,246.5240021,55,40510.85938,1490.207886,5182.313965,21679.10742,211373.5625,821.9633789,99.68986511,0.124636546,12.18935013,-184.4179993,99.92599487,0.332655877,7.052600861,3.878827572,33.33013916,4.953061104,414.7578125,I/O Timeout,256.9122314,31,-180.7036743
10-Apr-26 17:30:36,42909.28516,82258.46875,246.3587494,55,40542.85547,1482.82373,5154.205078,21813.88281,210483.3906,794.9661865,99.68563843,0.124620527,12.23872185,-184.423233,99.92641449,0.330095887,7.412694454,3.844165087,33.35414124,4.949931622,414.3703918,I/O Timeout,248.8287659,31,-180.7111359
10-Apr-26 17:40:36,42485.14063,81675.5,248.9114838,55,40477.35547,1470.400146,5125.425293,21628.52539,207551.9844,773.4532471,99.65785217,0.133459046,12.36173344,-184.4630127,99.92533112,0.327562064,7.003752708,3.788716793,32.77337265,4.860871792,412.9560242,I/O Timeout,247.9913177,31,-180.701355
10-Apr-26 17:50:36,43625.75781,83422.28125,250.4265137,55,40192.46484,1438.621704,5217.507324,21669.98047,215961.8594,766.1114502,99.71940613,0.131214395,12.37066174,-184.3809662,99.92137909,0.316675812,6.892457962,4.021341324,34.01917267,5.217033863,417.9328003,I/O Timeout,250.9113312,31,-180.6923828
10-Apr-26 18:00:36,44287.15234,82937.20313,232.761734,55,40157.38281,1456.717163,5187.368652,21163.12891,211383.1094,765.7107544,99.71629333,0.124641515,11.68855572,-184.3995361,99.91165161,0.310227066,6.993452072,3.922536135,33.51715088,5.032603741,415.8070374,I/O Timeout,244.7164917,31,-180.6805878
10-Apr-26 18:10:36,43747.02734,82839.4375,250.5631104,55,40628.6875,1534.596802,5199.587891,21546.13672,211429.375,664.5487671,99.6999588,0.128952399,12.49165154,-184.3995361,99.91104126,0.307334453,7.044399738,3.924603939,33.60235977,5.104579449,415.6544189,I/O Timeout,249.1440277,31,-180.7058868
10-Apr-26 18:20:36,43104.73047,83819.60156,242.1642456,55,40522.58984,1500.249634,5209.23291,21687.29688,211664.6094,658.1243896,99.68205261,0.157502636,12.29523182,-184.4179993,99.91526794,0.304901481,6.897964001,3.986648321,33.39633179,5.06332159,415.6218262,I/O Timeout,255.784256,31,-180.7015076
10-Apr-26 18:30:36,43127.95313,83468.41406,245.8661041,55,40839.21484,1511.379761,5130.628906,21737.87891,211345.1406,645.2607422,99.68614197,0.147006795,12.33763027,-184.4179993,99.91814423,0.304492801,7.08386755,3.939378023,33.39496231,5.035741806,415.6859436,I/O Timeout,253.553894,31,-180.6964111
10-Apr-26 18:40:36,42795.03516,83874.60156,242.606842,55,40806.21484,1547.332153,5192.30127,21636.53516,211514.6875,643.0621338,99.67927551,0.148999795,12.32440472,-184.4178925,99.91567993,0.301989108,6.958108425,3.985273123,33.40519333,5.035142422,415.7388916,I/O Timeout,260.4063416,31,-180.6975555
10-Apr-26 18:50:36,43076.82031,83587.00781,245.7724304,55,40763.14063,1539.646851,5198.279297,21788.42188,211483.2188,643.9041138,99.68870544,0.151225433,12.3518219,-184.3992767,99.92167664,0.303717345,7.046156406,3.950917959,33.40164185,5.020134449,415.8843079,I/O Timeout,270.4187622,31,-180.6936035
10-Apr-26 19:00:36,43226.96875,83599.85156,248.5862885,55,40573.4375,1586.374023,5210.382813,21688.57422,211410.4063,638.3411255,99.69195557,0.153361455,12.37794113,-184.3992767,99.92045593,0.305931538,7.027698517,3.958659887,33.37021255,5.024012566,415.7556763,I/O Timeout,248.346344,31,-180.7068481
10-Apr-26 19:10:36,43351.18359,83541.1875,254.4611359,55,40800.45703,1601.661011,5189.744629,21824.16602,211499,552.0411377,99.68609619,0.153432965,12.42406464,-184.3992767,99.92277527,0.310799271,6.906328678,3.935184956,33.30960464,5.02097559,415.6292725,I/O Timeout,262.1896973,31,-180.694519
10-Apr-26 19:20:36,43019.14063,83064.50781,255.3036957,55,40785.17188,1596.469116,5193.496582,21759.63281,211353.2188,529.4423218,99.68141174,0.15135175,12.58900261,-184.3992767,99.92366791,0.31332022,7.092553139,3.93051672,33.42884064,5.032403469,415.821167,I/O Timeout,247.7349396,31,-180.7064209
10-Apr-26 19:30:36,42919.98047,83671.57031,254.4310608,55,40489.07031,1620.421875,5179.318848,21791.23828,210998,539.0227051,99.6759491,0.157776788,12.50053787,-184.3992767,99.89265442,0.316542566,7.003757477,3.961165905,33.36826324,5.033380508,416.0259399,I/O Timeout,236.2566071,31,-180.6828003
10-Apr-26 19:40:36,43025.28516,83259.55469,253.5835266,55,40601.67578,1572.66687,5226.850586,21633.55664,211819.5938,530.2470093,99.67804718,0.146830082,12.3321104,-184.3992767,99.7383728,0.322418362,6.89962101,3.965770245,33.44790649,5.03911972,416.1707153,I/O Timeout,233.1919556,31,-180.6831055
10-Apr-26 19:50:36,41920.16406,83986.46875,293.521637,65,40399.19922,1527.322998,5228.629883,21924.51172,211190.2344,452.4867249,99.6974411,0.149162635,12.19807243,-184.3807678,99.43554688,0.324070871,7.005871773,3.984520197,33.58679962,5.005688667,416.4491577,I/O Timeout,230.9524841,31,-180.7057495
10-Apr-26 20:00:36,42314.33203,84072.30469,382.010437,77,40287.0625,1511.908691,5302.853516,21949.63086,211619.0625,51.70146179,99.72377014,0.15967311,11.96804237,-184.3620605,99.29386902,0.327786058,6.98464632,3.995338678,33.42746735,4.995150089,416.146637,I/O Timeout,237.0502777,32,-180.6885681
10-Apr-26 20:10:36,42998.25781,83425.34375,295.418396,60,40722.99219,1512.482544,5212.528809,21853.94531,211464.5781,119.4862137,99.73069,0.147474781,11.9241848,-184.3803406,99.35704041,0.330459833,6.97239399,3.939351559,33.34792328,5.03636694,416.0402527,I/O Timeout,238.4465027,32,-180.6963806
10-Apr-26 20:20:36,43254.03516,83618.92969,270.5932007,60,40243.21484,1534.653442,5220.386719,21894.35352,211277.2813,193.6207275,99.7233963,0.151133105,11.86589718,-184.3805542,99.5061264,0.332616329,7.039159298,3.966350079,33.24705505,5.026670456,415.7603455,I/O Timeout,243.734848,32,-180.7012177
10-Apr-26 20:30:36,43178.15625,83125.17188,266.3071594,60,40934.28125,1542.683105,5237.13916,21916.42578,211494.1563,117.4120636,99.71499634,0.155439332,12.01433372,-184.3989105,99.62084198,0.333597124,7.014858246,3.938216686,33.2299614,5.01983881,415.3965454,I/O Timeout,240.9969482,32,-180.6779175
10-Apr-26 20:40:36,43793.38672,82830.51563,263.5919189,60,40350.88281,1559.234131,5310.944336,21906.23438,211659.9531,72.61300659,99.70069122,0.153653383,12.09593487,-184.3805542,99.70890808,0.335429817,7.05944252,3.931815863,33.39968872,5.055899143,415.7431641,I/O Timeout,239.864975,32,-180.6969452
10-Apr-26 20:50:36,43560.12891,82591.14844,275.245636,60,40351.73047,1551.244141,5336.316406,21804.6582,210984.3594,129.4094086,99.68026733,0.157298669,12.27098179,-184.3805542,99.7763443,0.337476373,6.979046822,3.903694391,33.31311417,5.016134739,415.7287903,I/O Timeout,242.3129425,32,-180.699295
10-Apr-26 21:00:36,43215.20703,82567.25,273.1060791,60,40663.9375,1560.59668,5307.617676,21749.01563,210493.2188,711.8742065,99.65662384,0.15368931,12.43861866,-184.3987579,99.82157898,0.341829926,6.963157177,3.906218529,33.14523315,4.987647533,415.2961731,I/O Timeout,242.710556,32,-180.689682
10-Apr-26 21:10:36,42929.86719,82518.17969,271.1766357,60,40932.28125,1549.178711,5293.345215,21795.27148,210362.7344,824.7926636,99.65931702,0.155548587,12.42973995,-184.3992767,99.85401154,0.343410134,7.08247757,3.904036999,33.21167374,4.997972488,415.2303162,I/O Timeout,242.8225098,32,-180.6912842
10-Apr-26 21:20:36,43296.21094,82413.1875,278.2356873,60,40804.53125,1523.268433,5243.601563,21812.84961,209609.2188,792.0930176,99.65245056,0.171689242,12.31093025,-184.4174805,99.87853241,0.344635695,6.980092525,3.872416258,32.66625595,4.965971947,413.9788513,I/O Timeout,247.7588654,32,-180.688324
10-Apr-26 21:30:36,43486.125,82383.51563,275.4179382,60,40068.32813,1509.15564,5258.985352,21797.20508,209293.2656,782.1674194,99.6266861,0.180399641,12.53892708,-184.4361877,99.89767456,0.346040964,7.138967514,3.850513458,32.70911789,4.96249485,413.6387634,I/O Timeout,249.338623,32,-180.7020721
10-Apr-26 21:40:36,42933.03125,83056.15625,277.0284424,60,40421.90234,1555.060791,5296.04541,21778.4668,209888.9375,778.2418213,99.633255,0.17798841,12.59319115,-184.4367065,99.90732574,0.345683128,7.043224812,3.911256075,32.67971802,4.953600883,414.0253601,I/O Timeout,258.8272095,32,-180.7048035
10-Apr-26 21:50:36,42858.67188,82492.92188,274.4986572,60,40808.79688,1547.409424,5270.518066,21779.13867,209730.2344,772.4331665,99.64046478,0.161651686,12.50950623,-184.4185181,99.90877533,0.347578973,7.021601677,3.874734402,32.6974144,4.954492569,413.9933777,I/O Timeout,254.5535583,32,-180.7094574
10-Apr-26 22:00:36,42836.69141,82344.44531,277.1972656,60,40831.8125,1570.290405,5282.773438,21592.36719,209709.0781,768.6464233,99.64241791,0.147031829,12.4606123,-184.4179993,99.9123764,0.345925957,7.023124695,3.862812281,32.75246811,4.953304291,414.0113525,I/O Timeout,268.730835,32,-180.706543
10-Apr-26 22:10:36,42895.80469,82824.01563,272.2909241,60,40823.78125,1580.044189,5249.668945,21784.81445,209583.0313,780.9614258,99.65177917,0.151279569,12.39199829,-184.3992767,99.91307068,0.346920967,7.030103207,3.873399496,32.78828812,4.962576389,414.1160889,I/O Timeout,248.4906006,32,-180.6957855
10-Apr-26 22:20:36,42885.35938,82425.30469,275.0602722,60,40699.33594,1541.413696,5285.308105,21623.05859,209376.9063,754.4295044,99.65419006,0.153302029,12.33771896,-184.3992767,99.90914154,0.347844958,7.01192522,3.864884377,32.71585846,4.957495689,413.9864502,I/O Timeout,254.3496399,32,-180.698761
10-Apr-26 22:30:36,42838.21094,82762.52344,268.963562,60,40297.96094,1565.097534,5310.929688,21766.77539,209660.0938,577.8800049,99.66217804,0.157296553,12.28853798,-184.400116,99.90828705,0.349718124,7.06676054,3.882776499,32.78482056,4.965640545,414.3799744,I/O Timeout,291.065979,32,-180.7140656
10-Apr-26 22:40:36,43209.47656,82668.26563,269.4693298,60,40477.21875,1569.362549,5251.125488,21781.42969,209561.0313,409.5278015,99.66540527,0.159963936,12.25256729,-184.3992767,99.91031647,0.350444317,7.02107954,3.866251469,32.69317245,4.957882404,414.2552185,I/O Timeout,257.9245605,32,-180.7098389
10-Apr-26 22:50:36,42983.92969,82622.07813,266.9262695,60,40899.95313,1579.800659,5350.673828,21728.35938,209568.4063,52.24193954,99.6631012,0.155492917,12.26799011,-184.3992767,99.91085815,0.352301598,6.980387688,3.878740072,32.76250839,4.975867748,413.9949951,I/O Timeout,249.4897003,32,-180.7011871
10-Apr-26 23:00:36,43186.51563,82558.66406,273.8816833,60,40635.62891,1577.81665,5298.831543,21742.75,209543.1875,577.8886108,99.6561203,0.155732036,12.35022545,-184.3992767,99.91732788,0.354876518,7.009529114,3.8671422,32.60650635,4.951329231,413.7569275,I/O Timeout,254.4476471,32,-180.6999359
10-Apr-26 23:10:36,42358.42188,81699.89844,290.0852356,64,40966.31641,1588.131836,5365.039551,21798.05664,208297.9844,618.579834,99.63097382,0.157682061,12.50669384,-184.4167023,99.92571259,0.357176691,6.957497597,3.823465824,32.56677246,4.88918972,413.1906433,I/O Timeout,256.506958,32,-180.6946411
10-Apr-26 23:20:36,42639.23438,82110.88281,295.3465576,64,40850.35547,1609.551147,5349.766602,21836.86719,208590.2031,644.055481,99.64518738,0.152059078,12.48007774,-184.4179993,99.90981293,0.359749496,7.079427242,3.827738047,32.5574646,4.924720287,413.0700989,I/O Timeout,252.5965271,32,-180.7006378
10-Apr-26 23:30:36,43339.44141,81575.39063,296.4281311,64,41006.94531,1602.974976,5299.001953,21666.94531,207156.2344,700.9646606,99.63706207,0.1515394,12.40041065,-184.4353943,99.82415771,0.363422215,7.070411205,3.769875288,32.19644928,4.86827898,411.9904785,I/O Timeout,258.9126587,32,-180.714447
10-Apr-26 23:40:36,41207.17969,81218.92969,298.8938599,64,39925.45313,1604.454224,5326.178223,21707.20703,204850.4219,699.4078369,99.61920929,0.151279569,12.62822819,-184.4570007,99.74517059,0.363602161,6.990962982,3.774453402,32.27930069,4.780561447,413.0145264,I/O Timeout,265.9430847,32,-180.7199249
10-Apr-26 23:50:36,43134.09766,83428.41406,301.9173584,64,39874.125,1639.470337,5377.04541,21696.94531,210784.9531,691.2407837,99.71179962,0.154692799,12.09318161,-184.3890839,99.06932831,0.358180821,6.922078133,3.929987669,33.11484146,4.990905762,414.7801819,I/O Timeout,257.6985168,32,-180.709671
11-Apr-26 00:00:36,41707.70703,82186.91406,300.3526917,64,39618.75,1585.557617,5317.293945,21261.3125,207846.3281,692.2181396,99.66130829,0.155732036,12.31060886,-184.4078827,98.12543488,0.356764108,7.052902222,3.858757973,32.6484108,4.855344772,412.8987427,I/O Timeout,269.9251709,32,-180.693512
11-Apr-26 00:10:36,42576.23047,81666.86719,294.0846558,64,40060.99219,1598.661621,5336.187012,21483,207937.7344,689.4851074,99.69702148,0.147382081,12.24205208,-184.4093933,98.52983093,0.359568596,7.075739384,3.799236536,32.74066925,4.898125648,413.026062,I/O Timeout,252.9189911,32,-180.7049561
11-Apr-26 00:20:36,41871.50781,81090.69531,299.6463013,64,39959.57422,1596.830811,5280.328125,21458.26367,207011.1719,679.7973633,99.68296814,0.146830082,12.23280716,-184.4078064,98.90081024,0.361534387,6.941538334,3.78109622,32.39743042,4.84210062,411.9795227,I/O Timeout,257.516449,32,-180.7005463
11-Apr-26 00:30:36,41960.61719,81126.41406,297.4588013,64,40116.29688,1647.258301,5291.863281,21544.93359,206622.1563,678.8414307,99.68801117,0.150984779,12.29431629,-184.4347382,99.20612335,0.365204275,6.987406254,3.743008852,32.17772293,4.806996346,411.5784912,I/O Timeout,266.8721619,32,-180.6932526
11-Apr-26 00:40:36,41975.92578,80736.98438,293.9841309,64,40278.51563,1654.291382,5286.171387,21461.44141,206625.5313,674.6248779,99.66603088,0.155105457,12.49993134,-184.4469757,99.42912292,0.370300859,7.042960167,3.739562511,32.07889938,4.805246353,411.0270386,I/O Timeout,281.1150513,32,-180.716568
11-Apr-26 00:50:36,42000.10547,80825.24219,298.3678284,64,39910,1668.701904,5282.681152,21518.91016,206287.2188,596.4291382,99.69590759,0.15636386,12.4050169,-184.4451447,99.5980835,0.375178158,6.962030888,3.744446278,32.0937233,4.791957855,410.9293518,I/O Timeout,254.9329834,32,-180.7433167
11-Apr-26 01:00:36,41856.69922,80510.53906,297.1273499,64,39941.77734,1653.0802,5252.32373,21393.31055,206249.4844,409.7650146,99.66838074,0.150380895,12.44404316,-184.4554138,99.70626831,0.381685346,6.997131824,3.710561037,31.93136024,4.783545017,410.4796143,I/O Timeout,276.8328857,32,-180.7127838
11-Apr-26 01:10:36,42183.10156,80637.30469,294.5198669,64,39912.98828,1657.800659,5290.479004,21463.38477,206900.1406,50.07343674,99.67589569,0.147530392,12.54741192,-184.4554138,99.78182983,0.387817264,7.088140965,3.732383013,31.96343613,4.800988197,410.3963623,I/O Timeout,253.4419861,32,-180.6932068
11-Apr-26 01:20:36,42029.59375,80698.03125,294.5177612,64,39367.55469,1670.070313,5265.512695,21472.71875,206406.875,595.6879883,99.68001556,0.148703426,12.49116135,-184.4554138,99.840065,0.394010752,7.030681133,3.734847784,31.9395237,4.790514469,410.2547913,I/O Timeout,253.0973206,32,-180.7041321
11-Apr-26 01:30:36,42488.82813,80915.29688,294.2610779,64,39527.15625,1684.128296,5250.48584,21474.83398,206751.4688,336.1578064,99.67868042,0.169849589,12.44304085,-184.4554138,99.87982941,0.399667203,6.991864204,3.745272875,31.92551804,4.81708622,410.1335754,I/O Timeout,255.677948,32,-180.6870117
11-Apr-26 01:40:36,42125.15625,81052.03906,295.5365295,64,39929.52344,1676.065918,5330.775879,21495.9082,206598.5625,51.93255615,99.66828156,0.173538923,12.47594547,-184.4636993,99.89957428,0.405741394,5.729111671,3.814413786,31.76290131,4.792028904,410.0560913,I/O Timeout,256.1740417,32,-180.6985474
11-Apr-26 01:50:36,42106.04688,81098.60156,295.0192261,64,39648.61328,1631.674316,5282.520508,21646.73047,206629.375,194.5943298,99.66196442,0.180214643,12.56089878,-184.4554138,99.91117096,0.411488146,7.156172752,3.735813618,31.94981766,4.787356377,410.3551331,I/O Timeout,257.6565247,32,-180.697937
11-Apr-26 02:00:36,42260.38281,80867.16406,297.0705261,64,39743.88672,1660.944092,5257.01416,21580.63867,206258.8594,550.7182617,99.6709137,0.185786515,12.51988697,-184.4554138,99.92137146,0.418098837,6.946957588,3.740579844,31.91714478,4.787488937,410.4700012,I/O Timeout,248.582901,32,-180.716217
11-Apr-26 02:10:36,42491.21094,80849.44531,294.3575134,64,39679.37109,1621.122437,5281.135742,21646.56836,206278.5625,274.2993469,99.67288971,0.18095316,12.49489403,-184.4554138,99.9280014,0.424219042,7.026563644,3.742543221,31.86123276,4.819689274,410.3153992,I/O Timeout,307.815033,32,-180.7378082
11-Apr-26 02:20:36,42690.20313,80412.16406,293.701355,64,39539.50781,1622.653076,5269.226074,21597.57422,206641.1563,158.1484222,99.6543045,0.176500469,12.56363201,-184.4554138,99.92783356,0.428868294,7.022108555,3.718882322,31.78287697,4.803444862,410.2929993,I/O Timeout,251.705246,32,-180.7316284
11-Apr-26 02:30:36,42246.32422,80587.11719,293.1812744,64,39967.96875,1612.955444,5250.818848,21526.80078,206502.9531,118.307663,99.65588379,0.181278318,12.5773592,-184.4554138,99.93522644,0.433502018,7.0280509,3.733168602,31.88305664,4.792479992,410.2322083,I/O Timeout,265.598999,32,-180.7044067
11-Apr-26 02:40:36,42696.71875,80442.23438,264.6048584,57,39584.46484,1564.740845,5278.143555,21516.09961,206343.0469,242.7947693,99.64886475,0.179160744,12.56148434,-184.4446106,99.93251038,0.436921269,6.926926136,3.712916136,31.81240845,4.794874191,409.9026184,I/O Timeout,263.4551392,32,-180.7097168
11-Apr-26 02:50:36,42604.33594,80630.03906,257.7844543,57,40324.57813,1578.881836,5288.335449,21586.37109,206593.8281,185.1371765,99.63864136,0.177597567,12.62836456,-184.4663849,99.92711639,0.440104067,7.043972015,3.730960131,31.80400276,4.809915066,409.8280029,I/O Timeout,253.7561493,32,-180.6981201
11-Apr-26 03:00:36,42573.29688,80717.64844,258.9550171,57,39384.54688,1595.572876,5303.530273,21558.32617,206196.0469,724.7468262,99.64060211,0.174313501,12.67898941,-184.4707336,99.86469269,0.443773896,7.03106451,3.716729164,31.82855606,4.791285992,409.98172,I/O Timeout,245.1425018,32,-180.6759796
11-Apr-26 03:10:36,40710.35547,81407.53906,260.0475159,57,39487.46484,1575.099854,5333.67627,21636.30664,205943.5,945.0733643,99.6472168,0.172093794,12.63938236,-184.4367065,99.41278839,0.442075789,7.105958462,3.816773176,32.306633,4.778817177,410.9253845,I/O Timeout,240.6379242,32,-180.6924133
11-Apr-26 03:20:36,41456.70703,81122.76563,267.1025696,60,39434.08984,1544.502563,5326.066406,21455.3418,206535.7656,925.3126831,99.68365479,0.180410847,12.38977146,-184.4342499,98.49473572,0.43745321,7.105489731,3.776614189,32.0679512,4.782038212,410.7918396,I/O Timeout,250.5025482,32,-180.7171783
11-Apr-26 03:30:36,41662.21875,81092.6875,267.4389038,60,39559.37891,1505.597656,5318.130859,21609.23438,206934.7656,907.6719971,99.69983673,0.181033775,12.16961765,-184.4179993,98.12854767,0.433593303,7.058539867,3.777980089,32.03068542,4.786579609,410.6439819,I/O Timeout,249.2263184,32,-180.7485809
11-Apr-26 03:40:36,41412.8125,80878.71875,268.1082458,60,39796.11328,1497.404541,5324.876465,21575.84375,206371.9531,898.8638916,99.70875549,0.178394541,12.11924076,-184.4155273,98.44405365,0.431137055,6.971081257,3.766102076,32.10403061,4.79029274,410.291687,I/O Timeout,251.5352631,32,-180.7314758
11-Apr-26 03:50:36,42001.02734,80553.78906,270.7859192,60,39847.71484,1523.54126,5323.661621,21553.29883,207575.9844,883.3093872,99.71996307,0.16273202,11.94428349,-184.4017181,98.84088135,0.430130869,7.000865459,3.719696045,32.03986359,4.832569122,410.4394226,I/O Timeout,249.2684174,32,-180.7206879
11-Apr-26 04:00:36,41783.84375,80570.32813,271.7102661,60,39344.10156,1528.893311,5308.94873,21553.95313,205684.0625,872.3295898,99.69873047,0.161078647,12.0638361,-184.4367065,99.14762878,0.430169076,6.983348846,3.739642859,31.8423996,4.776433468,409.9985657,I/O Timeout,251.7429352,32,-180.6839447
11-Apr-26 04:10:36,42083.92188,80541.96875,267.2004089,60,39757.69531,1529.271484,5339.364258,21498.08398,205381.7031,867.1186523,99.6953125,0.155277938,12.18346119,-184.4225769,99.38514709,0.430227399,7.023654461,3.723980665,31.81072617,4.774651527,410.0840759,I/O Timeout,245.0105743,32,-180.6940765
11-Apr-26 04:20:36,41959.19531,80040.89844,274.2940979,60,39715.85156,1534.571045,5291.013672,21529.37695,205635.3125,855.7036743,99.66244507,0.154808447,12.41551399,-184.4554138,99.55291748,0.428776413,7.011933804,3.711121082,31.71806717,4.776394367,409.3543701,I/O Timeout,245.5545959,32,-180.6980133
11-Apr-26 04:30:36,42017,80111.73438,268.7936707,60,39268.75,1512.721191,5331.538086,21489.40234,204998.9844,846.3654785,99.65572357,0.155732036,12.54248905,-184.4554138,99.67299652,0.426656634,7.056992054,3.70788312,31.72344971,4.765925884,409.2319641,I/O Timeout,264.6147461,32,-180.6842041
11-Apr-26 04:40:36,41741.63281,80302.90625,273.7913513,60,39447.55469,1530.835449,5387.847656,21653.28906,205855.1094,837.2658081,99.66104126,0.153971478,12.53909969,-184.4367065,99.76358795,0.425750583,7.083864689,3.727074385,31.78713036,4.782305241,409.5407104,I/O Timeout,276.8777771,32,-180.6768799
11-Apr-26 04:50:36,41614.64844,80681.875,273.8288574,60,39703.34375,1494.124023,5395.464844,21635.33203,205903.1875,592.0369263,99.66435242,0.15874362,12.51584435,-184.4367065,99.82457733,0.421922356,7.05508709,3.732797861,31.79025078,4.766620159,409.9977722,I/O Timeout,248.5021515,32,-180.7048645
11-Apr-26 05:00:36,41737.23047,80727.01563,266.3671875,60,39401.26563,1525.202271,5438.897949,21532.28125,205440.3125,412.5275269,99.68119049,0.153505802,12.35565948,-184.4198151,99.85912323,0.417324603,7.048590183,3.722959042,31.85964203,4.787022114,410.4086609,I/O Timeout,239.7030182,32,-180.7121582
11-Apr-26 05:10:36,41801.625,80951.42188,268.5578308,60,39329.57813,1524.256836,5379.608398,21531.83984,205956.2969,170.3575745,99.68251801,0.156216413,12.24541569,-184.4179993,99.88179016,0.414678961,7.050820827,3.769071579,31.78902626,4.786544323,409.9653931,I/O Timeout,245.7161713,32,-180.7373657
11-Apr-26 05:20:36,41393.02344,80910.35156,267.3407898,60,39618.98828,1499.966431,5401.025391,21564.29102,205958.4219,737.9423828,99.68402863,0.153505802,12.16873455,-184.4179993,99.90535736,0.412217438,7.009073257,3.773440123,31.84016418,4.779983521,410.2756042,I/O Timeout,242.9523163,32,-180.7160339
11-Apr-26 05:30:36,41807.65234,80117.71875,299.1555176,60,39649.84375,1518.628052,5461.980957,21593.29102,204288.0625,51.1206665,99.69277954,0.154734313,12.14703083,-184.4250336,99.90917206,0.409910798,6.979594707,3.712169409,31.68268585,4.733528137,409.5958862,I/O Timeout,248.2818604,32,-180.6936646
11-Apr-26 05:40:36,41559.83984,79404.6875,272.1390991,60,40038.02734,1513.123535,5382.484863,21628.44531,204384.5469,136.0014191,99.67022705,0.155732036,12.39939785,-184.4307251,99.92205811,0.406763524,7.048986435,3.665547132,31.48197556,4.759904385,409.1083984,I/O Timeout,247.0415344,32,-180.6810913
11-Apr-26 05:50:36,42114.50391,81014.88281,268.137085,60,39600.05078,1514.422729,5484.355469,21293.80078,205468.5781,94.18852997,99.76106262,0.155210286,11.82013416,-184.3802948,99.9258194,0.402819633,7.04505825,3.739381552,32.12720108,4.778256893,410.9403992,I/O Timeout,252.9360199,32,-180.6875916
11-Apr-26 06:00:36,42059.79688,80295.41406,266.2756653,60,39447.47266,1521.534668,5432.213867,21008.32422,205727.9531,284.3024902,99.68759918,0.152323276,11.8158989,-184.3899689,99.92763519,0.399053007,6.776461124,3.727973223,31.91069603,4.826937199,410.8712463,I/O Timeout,249.6382141,32,-180.6682739
